Tweet,Sentiment,cleaned
"RT @Olamide65613251: Earn passive income with the mysterious app. Earn and mine Core,BTC for free by registering with the link on the profi…",positive,RT Olamide65613251 Earn passive income mysterious app Earn mine CoreBTC free registering link profi
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @chinanalyst7110: This is the (Pan-)Yoruba I know: cultured, down-to-earth; respectful, virtuous; stands for what is right ... irrespect…",positive,RT chinanalyst7110 PanYoruba know cultured downtoearth respectful virtuous stands right irrespect
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
In a single election year Peter obi made 40 people politically relevant!!  In a single election year. Now wait till he gets his mandate back!!🥰🥰🥰#Obidatti023 #INECIsCorrupt #INECElectionResult #APC #tinubuisnotcoming,positive,single election year Peter obi made 40 people politically relevant single election year wait till gets mandate backObidatti023 INECIsCorrupt INECElectionResult APC tinubuisnotcoming
"The spokesman for the Lagos State Traffic Management Authority (LASTMA), Adebayo Taofiq confirmed the sad incident in a telephone chat with channels TV.

https://t.co/iN0FozMrcu

#instagramdown 
#InternationalWomensDay 
#Zaman_Park_Lahore 
#snow 
#INECElectionResult",negative,spokesman Lagos State Traffic Management Authority LASTMA Adebayo Taofiq confirmed sad incident telephone chat channels TV instagramdown InternationalWomensDay ZamanParkLahore snow INECElectionResult
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"Things are getting hotter!

@inecnigeria 
#INECElectionResult 
#ineciscompromised 
#INECFailedNigerians 
#VoteLabourParty 
#VoteGRV4Governor 
#VoteLP 
#votegrv 
#inclusivityenthusiast https://t.co/fLPMi3eV5m",neutral,Things getting hotter inecnigeria INECElectionResult ineciscompromised INECFailedNigerians VoteLabourParty VoteGRV4Governor VoteLP votegrv inclusivityenthusiast
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"We need you to look into this for us @IkejaElectric @followlasg @jidesanwoolu 
#instagramdown #InternationalWomensDay #INECElectionResult #18ofmarch #Lagos",neutral,need look us IkejaElectric followlasg jidesanwoolu instagramdown InternationalWomensDay INECElectionResult 18ofmarch Lagos
"RT @chinanalyst7110: This is the (Pan-)Yoruba I know: cultured, down-to-earth; respectful, virtuous; stands for what is right ... irrespect…",positive,RT chinanalyst7110 PanYoruba know cultured downtoearth respectful virtuous stands right irrespect
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"This would have been a good movie, powered by @dgerckquexz but, the powers that be will call it an assault on the political class, and block it from getting seen.
Well, think of how much #INEC spent to deliver zero credibility, and ask who funded the rigged #INECElectionResult??? https://t.co/wS0RpGUNzk",positive,would good movie powered dgerckquexz powers call assault political class block getting seen Well think much INEC spent deliver zero credibility ask funded rigged INECElectionResult
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"🎙️🎼🎧🎤🪘🥁 Good morning 
Get your speakers ready..’’Hypocrites’’ will be out in few days time.🎯🎸🪗🎺🎷🪕
#PeterObiMyPresident #INECElectionResult #simi #opay #CongratulationsObidatti #san #ARISENews #rufai #GRVforGOVERNOR https://t.co/UVChVnJIfX",positive,Good morning Get speakers readyHypocrites days time PeterObiMyPresident INECElectionResult simi opay CongratulationsObidatti san ARISENews rufai GRVforGOVERNOR
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
Did INEC post the presidential election results anywhere? Or who has a link for me? #INECElectionResult #NigeriaDecide2023,neutral,INEC post presidential election results anywhere link INECElectionResult NigeriaDecide2023
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"Imagine Buhari never came into power.
#Postponed #LIVERPOOL #INEC #INECElectionResult #Igbo #igbogirls #igbogirlsthread #igbosinLagos",neutral,Imagine Buhari never came power Postponed LIVERPOOL INEC INECElectionResult Igbo igbogirls igbogirlsthread igbosinLagos
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"So far, 11 million votes from the last Nigeria election have been counted by citizens…results:

#INECElectionResult #inecchairman #PeterObiMyPresident https://t.co/1ZuoKqnIno",positive,far 11 million votes last Nigeria election counted citizensresults INECElectionResult inecchairman PeterObiMyPresident
